topicId,rank,docId,filename
2,21,18,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/conrad_secret_ch1.txt
2,22,34,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/lewis_lionwitch_ch1.txt
2,23,43,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/stevenson_treasure_ch2.txt
2,24,23,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/eliot_middlemarch_ch1.txt
2,25,29,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/eljames_fiftyshades_ch2.txt
2,26,8,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/austen_sense_ch41.txt
2,27,41,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/meyer_twilight_ch21.txt
2,28,30,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/eljames_fiftyshades_ch23.txt
2,29,12,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/brown_angels_ch1.txt
2,30,5,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/austen_sense_ch1.txt
2,31,4,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/austen_pride_ch50.txt
2,32,3,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/austen_pride_ch40.txt
2,33,13,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/brown_angels_ch2_4.txt
2,34,26,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/eliot_middlemarch_ch73.txt
2,35,6,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/austen_sense_ch2.txt
2,36,14,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/brown_davinci_ch0.txt
2,37,17,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/brown_davinci_ch92.txt
2,38,2,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/austen_pride_ch2.txt
2,39,15,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/brown_davinci_ch1.txt
2,40,28,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/eljames_fiftyshades_ch18.txt
2,41,27,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/eljames_fiftyshades_ch1.txt
2,42,16,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/brown_davinci_ch77.txt
2,43,1,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/austen_pride_ch1.txt
3,1,27,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/eljames_fiftyshades_ch1.txt
3,2,20,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/doyle_caseofidentity.txt
3,3,29,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/eljames_fiftyshades_ch2.txt
3,4,22,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/doyle_scandalbohemia.txt
3,5,19,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/conrad_secret_ch2.txt
3,6,40,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/meyer_twilight_ch2.txt
3,7,38,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/meyer_twilight_ch1.txt
3,8,21,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/doyle_redheadedleague.txt
3,9,23,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/eliot_middlemarch_ch1.txt
3,10,25,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/eliot_middlemarch_ch48.txt
3,11,24,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/eliot_middlemarch_ch2.txt
3,12,39,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/meyer_twilight_ch15.txt
3,13,30,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/eljames_fiftyshades_ch23.txt
3,14,8,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/austen_sense_ch41.txt
3,15,7,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/austen_sense_ch27.txt
3,16,41,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/meyer_twilight_ch21.txt
3,17,6,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/austen_sense_ch2.txt
3,18,3,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/austen_pride_ch40.txt
3,19,4,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/austen_pride_ch50.txt
3,20,28,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/eljames_fiftyshades_ch18.txt
3,21,26,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/eliot_middlemarch_ch73.txt
3,22,9,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/barrie_peterpan_ch1.txt
3,23,5,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/austen_sense_ch1.txt
3,24,18,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/conrad_secret_ch1.txt
3,25,13,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/brown_angels_ch2_4.txt
3,26,42,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/stevenson_treasure_ch1.txt
